clientnum,customer_age,dependent_count,gender,income_category,months_on_book,total_relationship_count,months_inactive_12_mon,credit_limit,total_revolving_bal,total_trans_amt,avg_open_to_buy,total_trans_ct,avg_utilization_ratio,status,card_category,education_level,marital_status
712912233,50,0,F,Less than $40K,36,3,4,3468.0,2221,14222,1247.0,122,0.64,Existing Customer,Blue,Post-Graduate,Divorced
717992433,50,4,M,$80K - $120K,39,3,1,11900.0,1796,14666,10104.0,101,0.151,Existing Customer,Blue,Graduate,Married
715600533,61,0,M,$80K - $120K,50,3,3,34516.0,1357,13722,33159.0,124,0.039,Existing Customer,Gold,Graduate,Single
794132808,60,0,M,$40K - $60K,54,3,3,13035.0,1285,14585,11750.0,97,0.099,Existing Customer,Blue,Uneducated,Married
709015833,42,2,M,$60K - $80K,36,3,3,34516.0,0,12920,34516.0,132,0.0,Existing Customer,Silver,Graduate,Single
718612758,36,2,M,$120K +,36,3,1,34516.0,939,15552,33577.0,107,0.027,Existing Customer,Blue,High School,Married
712438308,27,1,F,Unknown,15,2,1,7469.0,0,16730,7469.0,122,0.0,Existing Customer,Blue,High School,Married
712206033,55,1,M,$40K - $60K,36,2,1,3705.0,1355,16089,2350.0,119,0.366,Existing Customer,Blue,Graduate,Married
710904708,56,1,F,Less than $40K,43,3,1,5319.0,921,15048,4398.0,110,0.173,Existing Customer,Blue,High School,Married
711190233,34,3,M,$40K - $60K,36,3,2,4549.0,990,13804,3559.0,123,0.218,Existing Customer,Blue,Graduate,Married
710535708,49,2,M,$80K - $120K,39,2,3,15894.0,1293,14256,14601.0,118,0.081,Existing Customer,Blue,Uneducated,Married
794573883,32,1,M,$40K - $60K,16,3,3,17894.0,2517,15305,15377.0,111,0.141,Existing Customer,Silver,Unknown,Single
790201158,60,1,F,Less than $40K,54,2,2,13062.0,1731,13609,11331.0,108,0.133,Existing Customer,Silver,Uneducated,Married
719805183,39,2,M,Less than $40K,19,3,3,8848.0,961,15352,7887.0,117,0.109,Existing Customer,Blue,College,Married
721220583,54,2,F,$40K - $60K,41,3,1,7362.0,1176,17390,6186.0,130,0.16,Existing Customer,Blue,Graduate,Married
779685558,53,5,M,$120K +,36,2,4,34516.0,2088,15290,32428.0,123,0.06,Existing Customer,Gold,Graduate,Single
713965683,35,3,M,$80K - $120K,28,3,1,4380.0,0,17258,4380.0,121,0.0,Existing Customer,Blue,Post-Graduate,Married
710667708,47,2,M,$60K - $80K,36,3,3,12510.0,1871,14018,10639.0,128,0.15,Existing Customer,Blue,Uneducated,Single
718979733,52,5,M,$60K - $80K,36,2,3,23712.0,2195,16258,21517.0,115,0.093,Existing Customer,Blue,Unknown,Single
712104333,57,2,F,Less than $40K,44,2,2,9149.0,1254,14401,7895.0,100,0.137,Existing Customer,Blue,Doctorate,Single
793560033,47,3,F,Unknown,33,2,2,34516.0,1930,16369,32586.0,125,0.056,Existing Customer,Silver,Uneducated,Single
779920533,54,1,F,Less than $40K,41,3,3,3784.0,2517,15199,1267.0,96,0.665,Existing Customer,Blue,High School,Married
717480783,39,1,M,$80K - $120K,29,3,1,9680.0,2101,15152,7579.0,100,0.217,Existing Customer,Blue,High School,Single
709066983,50,4,M,$120K +,41,2,2,34516.0,2353,15214,32163.0,129,0.068,Existing Customer,Blue,High School,Married
718528008,60,1,F,Less than $40K,47,2,3,3845.0,1460,14432,2385.0,106,0.38,Existing Customer,Blue,High School,Married
712390683,41,2,M,$40K - $60K,27,2,3,13409.0,1255,15573,12154.0,99,0.094,Existing Customer,Blue,Uneducated,Single
712966458,51,0,M,$80K - $120K,36,3,2,8065.0,0,14807,8065.0,115,0.0,Existing Customer,Blue,Unknown,Married
709467183,56,3,M,$60K - $80K,40,3,3,20501.0,561,15162,19940.0,99,0.027,Existing Customer,Blue,Graduate,Married
710529708,41,3,M,$60K - $80K,36,3,3,23260.0,1476,15140,21784.0,105,0.063,Existing Customer,Blue,College,Single
712363158,36,1,M,$60K - $80K,24,3,2,20101.0,1299,14732,18802.0,115,0.065,Existing Customer,Blue,Graduate,Single
718060983,49,1,F,Less than $40K,36,2,3,3423.0,2186,14037,1237.0,120,0.639,Existing Customer,Blue,Graduate,Married
711600033,40,3,F,Less than $40K,36,2,1,10729.0,0,14364,10729.0,108,0.0,Existing Customer,Silver,College,Single
709910733,49,4,F,Unknown,30,2,3,34516.0,1963,13174,32553.0,86,0.057,Existing Customer,Silver,High School,Single
819376683,54,1,M,$80K - $120K,49,2,3,28570.0,2027,15130,26543.0,102,0.071,Existing Customer,Blue,Unknown,Single
720458883,29,1,M,$60K - $80K,16,3,2,12495.0,2517,14524,9978.0,106,0.201,Existing Customer,Blue,High School,Married
715249533,49,3,F,Unknown,36,3,2,3375.0,0,13992,3375.0,103,0.0,Existing Customer,Blue,Graduate,Single
708522033,50,2,M,$60K - $80K,36,2,2,12299.0,1664,15060,10635.0,90,0.135,Existing Customer,Blue,College,Married
717464958,55,2,F,Less than $40K,36,3,2,10858.0,0,14475,10858.0,111,0.0,Existing Customer,Silver,Doctorate,Married
751166508,57,3,M,$80K - $120K,50,3,1,34516.0,2293,14287,32223.0,114,0.066,Existing Customer,Blue,Post-Graduate,Single
795218883,47,3,M,$60K - $80K,41,2,3,4207.0,1556,15312,2651.0,122,0.37,Existing Customer,Blue,High School,Married
710856558,45,2,F,Less than $40K,36,2,3,3336.0,1889,13989,1447.0,105,0.566,Existing Customer,Blue,Graduate,Married
721107258,45,5,F,Less than $40K,37,2,2,5465.0,1967,14192,3498.0,115,0.36,Existing Customer,Blue,Unknown,Unknown
716457783,55,1,F,Less than $40K,36,3,1,12633.0,1661,14378,10972.0,98,0.131,Existing Customer,Silver,College,Single
710810883,39,1,M,$80K - $120K,36,3,1,34516.0,1260,14576,33256.0,95,0.037,Existing Customer,Blue,College,Single
789200208,40,4,F,Unknown,29,2,3,3326.0,2181,13583,1145.0,110,0.656,Existing Customer,Blue,Uneducated,Married
718578708,49,4,M,$120K +,38,3,3,34516.0,1562,14212,32954.0,100,0.045,Existing Customer,Silver,Post-Graduate,Single
713036208,46,1,M,$40K - $60K,27,2,2,6903.0,2091,15751,4812.0,107,0.303,Existing Customer,Blue,Graduate,Married
771769383,42,3,F,Less than $40K,31,2,3,2940.0,0,14792,2940.0,120,0.0,Existing Customer,Blue,Unknown,Married
718316058,51,1,M,$60K - $80K,38,3,3,13731.0,1375,14826,12356.0,99,0.1,Existing Customer,Blue,Uneducated,Married
718042383,38,1,M,$40K - $60K,18,3,3,3523.0,1379,15108,2144.0,118,0.391,Existing Customer,Blue,Uneducated,Unknown
710244108,44,3,M,$60K - $80K,34,3,1,34516.0,1543,13967,32973.0,101,0.045,Existing Customer,Gold,College,Married
806649333,47,4,F,Unknown,42,3,3,16998.0,1404,13977,15594.0,127,0.083,Existing Customer,Blue,High School,Unknown
789280683,56,2,M,$120K +,45,2,2,11714.0,898,13956,10816.0,122,0.077,Existing Customer,Blue,Graduate,Single
709315383,31,0,F,Unknown,36,3,3,26423.0,0,13575,26423.0,108,0.0,Existing Customer,Blue,Post-Graduate,Single
710141208,45,4,F,Less than $40K,37,3,3,3196.0,1817,13300,1379.0,104,0.569,Existing Customer,Blue,Uneducated,Married
758331483,31,0,M,$60K - $80K,24,2,2,34516.0,984,15347,33532.0,109,0.029,Existing Customer,Silver,Graduate,Single
708248358,42,4,M,$60K - $80K,30,3,1,29937.0,0,14863,29937.0,109,0.0,Existing Customer,Silver,Graduate,Unknown
779808333,48,2,F,Less than $40K,38,2,1,8881.0,1901,15530,6980.0,110,0.214,Existing Customer,Blue,Graduate,Single
715989108,52,3,M,$80K - $120K,42,3,3,27514.0,1834,12841,25680.0,100,0.067,Existing Customer,Blue,Unknown,Single
714912408,45,2,M,$80K - $120K,37,3,1,32275.0,1845,14917,30430.0,88,0.057,Existing Customer,Blue,Uneducated,Married
827683383,48,3,F,Less than $40K,44,3,2,4107.0,2517,16027,1590.0,112,0.613,Existing Customer,Blue,Uneducated,Divorced
719595708,53,2,F,Unknown,47,3,1,7469.0,1294,15212,6175.0,124,0.173,Existing Customer,Blue,High School,Married
711566208,58,3,F,Less than $40K,36,2,2,5023.0,1857,14111,3166.0,98,0.37,Existing Customer,Blue,Graduate,Married
715052583,45,3,M,$60K - $80K,34,3,3,27494.0,879,14375,26615.0,112,0.032,Existing Customer,Silver,Doctorate,Single
714586458,41,1,F,Less than $40K,36,2,3,7106.0,2031,16377,5075.0,124,0.286,Existing Customer,Blue,High School,Divorced
711523533,43,5,M,$60K - $80K,31,3,3,17230.0,1805,14781,15425.0,130,0.105,Existing Customer,Blue,Post-Graduate,Single
756658083,49,4,M,$80K - $120K,42,3,2,30885.0,2018,17350,28867.0,115,0.065,Existing Customer,Blue,Post-Graduate,Single
709247808,53,1,F,Less than $40K,43,2,2,3629.0,2517,14205,1112.0,102,0.694,Existing Customer,Blue,Unknown,Unknown
717135333,50,1,F,Unknown,36,3,2,17970.0,1390,13204,16580.0,97,0.077,Existing Customer,Blue,Graduate,Single
716150358,38,3,M,Less than $40K,27,3,2,10343.0,2070,14805,8273.0,115,0.2,Existing Customer,Silver,Graduate,Married
711822933,55,2,F,$40K - $60K,45,2,3,2985.0,1651,14187,1334.0,103,0.553,Existing Customer,Blue,College,Married
803968233,39,2,F,Less than $40K,34,3,3,14386.0,2517,13377,11869.0,114,0.175,Existing Customer,Silver,Uneducated,Married
779037408,38,1,M,$40K - $60K,19,2,3,3581.0,694,14637,2887.0,109,0.194,Existing Customer,Blue,High School,Single
709007883,37,2,M,Less than $40K,28,2,2,3079.0,1267,14540,1812.0,104,0.411,Existing Customer,Blue,Graduate,Married
714635883,48,2,F,Less than $40K,37,3,3,3594.0,1996,14881,1598.0,109,0.555,Existing Customer,Blue,Unknown,Single
779914383,34,1,M,$60K - $80K,18,3,2,10488.0,1636,14719,8852.0,116,0.156,Existing Customer,Blue,Uneducated,Married
708387933,49,2,F,Less than $40K,37,2,1,5500.0,0,14357,5500.0,110,0.0,Existing Customer,Blue,Post-Graduate,Married
717251508,37,1,M,$120K +,17,1,1,34516.0,0,14127,34516.0,116,0.0,Existing Customer,Blue,Uneducated,Married
710699283,46,2,M,$120K +,28,1,1,7790.0,1921,14567,5869.0,131,0.247,Existing Customer,Blue,Graduate,Single
709141908,53,2,M,$80K - $120K,41,2,3,10301.0,2451,16359,7850.0,111,0.238,Existing Customer,Blue,Graduate,Married
720356133,48,4,F,Unknown,36,2,3,23939.0,1419,14812,22520.0,101,0.059,Existing Customer,Blue,High School,Single
717788958,31,0,M,$80K - $120K,19,1,1,21615.0,570,16464,21045.0,103,0.026,Existing Customer,Blue,Graduate,Divorced
778563858,40,3,F,Less than $40K,33,1,1,8712.0,991,14512,7721.0,115,0.114,Existing Customer,Blue,Uneducated,Married
716816583,61,0,M,$60K - $80K,48,1,3,15483.0,2148,14463,13335.0,94,0.139,Existing Customer,Blue,Graduate,Married
719841708,45,0,M,$80K - $120K,36,1,4,20356.0,2031,15180,18325.0,121,0.1,Existing Customer,Blue,Uneducated,Single
708555633,32,1,F,Less than $40K,16,2,3,3548.0,2517,15157,1031.0,97,0.709,Existing Customer,Blue,High School,Single
714638883,31,0,M,$40K - $60K,36,2,3,4661.0,1835,14257,2826.0,110,0.394,Existing Customer,Blue,Graduate,Single
809147283,43,5,F,Less than $40K,38,2,2,15987.0,1372,15058,14615.0,109,0.086,Existing Customer,Gold,Graduate,Married
820922733,43,2,M,$80K - $120K,38,2,1,34516.0,0,14160,34516.0,124,0.0,Existing Customer,Blue,Graduate,Married
807977808,39,2,F,Less than $40K,34,1,3,3246.0,2517,13671,729.0,103,0.775,Existing Customer,Blue,Graduate,Single
712863183,46,3,F,$40K - $60K,38,2,3,10018.0,829,13819,9189.0,114,0.083,Existing Customer,Blue,Graduate,Married
778825908,43,2,F,Less than $40K,24,1,1,10272.0,1523,14321,8749.0,113,0.148,Existing Customer,Silver,Unknown,Single
713379258,32,1,F,Less than $40K,36,1,1,4097.0,1293,15925,2804.0,100,0.316,Existing Customer,Blue,High School,Married
710232483,49,1,F,Unknown,36,2,3,19846.0,2162,16908,17684.0,122,0.109,Existing Customer,Blue,Uneducated,Married
803421108,49,4,M,$80K - $120K,43,1,2,20701.0,2517,14374,18184.0,113,0.122,Existing Customer,Blue,Graduate,Single
792152283,54,3,M,$120K +,48,1,3,8426.0,0,14378,8426.0,103,0.0,Existing Customer,Blue,Graduate,Married
717291333,38,3,M,$80K - $120K,29,2,2,16722.0,0,15110,16722.0,113,0.0,Existing Customer,Blue,Uneducated,Married
714928158,60,0,M,$80K - $120K,36,1,2,34516.0,806,13434,33710.0,102,0.023,Existing Customer,Silver,High School,Single
772491333,31,1,F,Less than $40K,21,2,1,5342.0,2005,14738,3337.0,94,0.375,Existing Customer,Blue,Post-Graduate,Married
808045833,49,3,M,Less than $40K,44,2,3,7659.0,1698,15860,5961.0,105,0.222,Existing Customer,Blue,Uneducated,Single
770205708,31,0,M,Less than $40K,25,2,3,4093.0,0,15495,4093.0,112,0.0,Existing Customer,Blue,Unknown,Married
798788958,32,1,M,$80K - $120K,26,2,3,6407.0,1130,14471,5277.0,93,0.176,Existing Customer,Blue,High School,Single
720011958,57,2,M,$60K - $80K,36,2,3,6024.0,1532,15763,4492.0,97,0.254,Existing Customer,Blue,High School,Single
708982158,48,2,F,Less than $40K,36,2,2,3352.0,2122,14802,1230.0,106,0.633,Existing Customer,Blue,Graduate,Single
710803983,44,1,M,$80K - $120K,33,2,3,32222.0,0,14220,32222.0,95,0.0,Existing Customer,Blue,Unknown,Married
719768658,31,0,F,Unknown,24,2,3,34516.0,2032,14544,32484.0,104,0.059,Existing Customer,Silver,College,Married
711355908,44,3,F,Unknown,36,2,3,34516.0,941,12042,33575.0,117,0.027,Existing Customer,Silver,Graduate,Unknown
813153108,49,4,M,$80K - $120K,44,2,3,31091.0,966,14565,30125.0,108,0.031,Existing Customer,Blue,College,Married
720852108,46,4,M,$120K +,31,2,3,3569.0,1553,16695,2016.0,116,0.435,Existing Customer,Blue,High School,Divorced
716728233,47,4,F,Less than $40K,36,1,3,3216.0,1480,14178,1736.0,123,0.46,Existing Customer,Blue,High School,Married
711863433,30,1,M,Less than $40K,13,1,3,3789.0,1782,15670,2007.0,116,0.47,Existing Customer,Blue,Unknown,Unknown
779422458,31,1,F,Less than $40K,13,2,2,3533.0,1206,16339,2327.0,120,0.341,Existing Customer,Blue,Unknown,Divorced
715573758,43,4,M,$120K +,36,1,2,34516.0,1816,15226,32700.0,113,0.053,Existing Customer,Silver,Uneducated,Married
794530608,52,2,M,$80K - $120K,34,2,2,27229.0,0,13264,27229.0,120,0.0,Existing Customer,Blue,Uneducated,Single
767414808,57,0,F,Less than $40K,51,2,3,6996.0,2092,15017,4904.0,120,0.299,Existing Customer,Blue,Uneducated,Married
718919433,52,4,F,Less than $40K,36,2,3,4440.0,1149,14973,3291.0,112,0.259,Existing Customer,Blue,Graduate,Single
708694983,55,1,F,Less than $40K,36,1,2,3150.0,2222,14750,928.0,96,0.705,Existing Customer,Blue,Uneducated,Unknown
719270358,57,2,F,$40K - $60K,48,2,2,4288.0,1678,15505,2610.0,113,0.391,Existing Customer,Blue,Doctorate,Divorced
708462258,51,1,F,Less than $40K,38,1,1,5189.0,1171,16563,4018.0,94,0.226,Existing Customer,Blue,High School,Married
799011558,43,3,M,$120K +,37,1,2,16909.0,1171,15740,15738.0,120,0.069,Existing Customer,Blue,Uneducated,Married
710697408,41,5,F,Less than $40K,22,2,1,6739.0,896,15471,5843.0,115,0.133,Existing Customer,Blue,Unknown,Married
718531983,51,3,M,$80K - $120K,41,1,3,9959.0,2068,13810,7891.0,124,0.208,Existing Customer,Blue,High School,Married
715554708,53,1,M,$120K +,34,2,1,8507.0,1484,14949,7023.0,114,0.174,Existing Customer,Blue,High School,Unknown
718774533,48,1,M,$60K - $80K,44,2,3,15355.0,1823,15053,13532.0,111,0.119,Existing Customer,Blue,College,Married
712337208,59,2,F,Unknown,46,2,3,23731.0,1890,13647,21841.0,93,0.08,Existing Customer,Blue,Unknown,Single
710026458,34,1,M,$40K - $60K,36,2,2,3995.0,2475,12575,1520.0,99,0.62,Existing Customer,Blue,Unknown,Married
719799033,52,1,M,$80K - $120K,40,2,1,5520.0,2448,14330,3072.0,116,0.443,Existing Customer,Blue,Post-Graduate,Unknown
720788883,58,0,F,Unknown,36,1,2,3736.0,2209,15886,1527.0,118,0.591,Existing Customer,Blue,Uneducated,Unknown
758617233,56,5,F,Less than $40K,49,3,3,4132.0,1559,14781,2573.0,108,0.377,Existing Customer,Blue,Doctorate,Single
720163458,38,1,M,$120K +,21,4,2,28043.0,1786,14521,26257.0,109,0.064,Existing Customer,Blue,Uneducated,Unknown
708482658,41,3,M,$80K - $120K,31,3,2,9959.0,1946,15594,8013.0,114,0.195,Existing Customer,Blue,Graduate,Married
826148883,45,2,M,$120K +,41,4,3,16453.0,1660,14762,14793.0,108,0.101,Existing Customer,Blue,Graduate,Married
713118183,31,1,M,$40K - $60K,23,5,1,13427.0,1562,13117,11865.0,108,0.116,Existing Customer,Blue,Unknown,Married
714103083,47,2,M,$40K - $60K,37,6,3,3263.0,1525,14649,1738.0,110,0.467,Existing Customer,Blue,College,Married
720899058,35,2,M,$80K - $120K,21,6,2,7685.0,2517,13604,5168.0,116,0.328,Existing Customer,Blue,Graduate,Married
717214158,41,4,M,$40K - $60K,28,5,3,9815.0,0,15475,9815.0,94,0.0,Existing Customer,Blue,Post-Graduate,Married
715269483,50,4,M,$120K +,36,4,1,17374.0,2517,15473,14857.0,128,0.145,Existing Customer,Blue,Post-Graduate,Married
718805733,39,2,F,$40K - $60K,28,3,1,7093.0,2517,13937,4576.0,120,0.355,Existing Customer,Blue,Graduate,Single
789780033,33,3,M,$80K - $120K,22,6,2,34516.0,917,14202,33599.0,114,0.027,Existing Customer,Silver,College,Married
716482533,48,2,F,Less than $40K,36,2,1,3329.0,0,14893,3329.0,98,0.0,Existing Customer,Blue,Unknown,Married
711663858,28,1,M,Unknown,13,4,3,20030.0,1204,15862,18826.0,127,0.06,Existing Customer,Blue,Post-Graduate,Single
716894658,49,1,F,Less than $40K,44,5,2,8687.0,1763,16824,6924.0,123,0.203,Existing Customer,Blue,Graduate,Divorced
708082083,45,3,F,Less than $40K,36,4,3,3544.0,1661,15149,1883.0,111,0.469,Existing Customer,Blue,High School,Married
721395633,53,1,M,$80K - $120K,41,5,3,18591.0,994,15063,17597.0,108,0.053,Existing Customer,Blue,Graduate,Single
721438233,39,2,M,$40K - $60K,31,6,3,3297.0,1761,15580,1536.0,120,0.534,Existing Customer,Blue,Post-Graduate,Single
713987808,43,3,F,Less than $40K,33,4,2,5702.0,2165,14970,3537.0,120,0.38,Existing Customer,Blue,College,Single
721086483,27,0,F,Less than $40K,19,3,3,10982.0,2517,13563,8465.0,97,0.229,Existing Customer,Silver,Uneducated,Single
709969758,43,3,M,$60K - $80K,35,4,3,34516.0,1774,13966,32742.0,115,0.051,Existing Customer,Platinum,Graduate,Single
801502008,37,1,M,$60K - $80K,31,5,1,20144.0,1195,14287,18949.0,106,0.059,Existing Customer,Blue,Graduate,Married
819051183,47,4,F,Unknown,42,4,1,16349.0,1925,16207,14424.0,114,0.118,Existing Customer,Blue,Graduate,Married
710858658,48,4,F,Less than $40K,38,2,1,10610.0,0,15050,10610.0,108,0.0,Existing Customer,Silver,Doctorate,Divorced
716002458,43,4,M,$40K - $60K,30,1,1,7386.0,656,15691,6730.0,126,0.089,Existing Customer,Blue,College,Married
788019483,49,3,M,$80K - $120K,40,4,1,3660.0,766,14515,2894.0,122,0.209,Existing Customer,Blue,Graduate,Married
716151858,46,3,M,$80K - $120K,36,5,1,12932.0,1893,15372,11039.0,97,0.146,Existing Customer,Blue,Unknown,Single
717241233,60,1,F,Less than $40K,51,3,3,6089.0,1341,14112,4748.0,123,0.22,Existing Customer,Blue,Unknown,Single
712374708,28,0,F,Unknown,15,2,2,23103.0,897,14049,22206.0,120,0.039,Existing Customer,Blue,Graduate,Married
721145433,52,5,F,Less than $40K,36,3,2,11280.0,1523,16237,9757.0,128,0.135,Existing Customer,Silver,High School,Single
711398433,38,0,M,$60K - $80K,31,4,3,16565.0,1200,16736,15365.0,99,0.072,Existing Customer,Blue,High School,Married
715601808,50,3,M,$120K +,41,4,2,34516.0,2253,16692,32263.0,131,0.065,Existing Customer,Blue,Graduate,Married
717324183,31,0,F,Less than $40K,21,3,1,14305.0,1288,14769,13017.0,119,0.09,Existing Customer,Silver,High School,Single
720557883,35,3,M,Less than $40K,21,5,2,6104.0,1595,15240,4509.0,102,0.261,Existing Customer,Blue,Uneducated,Single
708759408,48,3,F,$40K - $60K,39,6,3,4207.0,0,15124,4207.0,108,0.0,Existing Customer,Blue,Uneducated,Single
719430483,51,3,M,$120K +,40,3,3,34516.0,1476,14145,33040.0,119,0.043,Existing Customer,Blue,College,Married
716933283,52,2,M,$60K - $80K,39,4,1,34516.0,1882,14738,32634.0,116,0.055,Existing Customer,Gold,High School,Single
721459008,36,2,M,$120K +,36,4,1,11791.0,1168,14885,10623.0,101,0.099,Existing Customer,Blue,High School,Single
710710233,58,4,M,$120K +,45,4,2,34516.0,0,15560,34516.0,100,0.0,Existing Customer,Silver,Graduate,Married
708996708,55,1,M,$80K - $120K,46,3,1,21032.0,1409,15584,19623.0,105,0.067,Existing Customer,Blue,Graduate,Single
713315433,61,2,M,$60K - $80K,48,4,1,18571.0,0,15802,18571.0,118,0.0,Existing Customer,Blue,Uneducated,Married
789890958,53,4,F,$40K - $60K,43,3,1,10948.0,482,16230,10466.0,111,0.044,Existing Customer,Blue,High School,Divorced
789237333,47,4,M,$60K - $80K,36,4,2,20237.0,1593,15041,18644.0,102,0.079,Existing Customer,Blue,Post-Graduate,Divorced
714949758,51,3,F,Unknown,42,3,1,34516.0,1913,16712,32603.0,123,0.055,Existing Customer,Platinum,Graduate,Single
710923533,38,4,M,$120K +,31,3,2,34516.0,0,15611,34516.0,127,0.0,Existing Customer,Blue,Unknown,Single
709385133,42,2,F,Unknown,30,4,3,14828.0,1513,15572,13315.0,113,0.102,Existing Customer,Blue,Doctorate,Married
716836308,29,1,M,Less than $40K,36,4,3,3839.0,1139,14791,2700.0,124,0.297,Existing Customer,Blue,Graduate,Divorced
720633558,37,3,F,Less than $40K,24,3,3,3727.0,995,14786,2732.0,101,0.267,Existing Customer,Blue,Graduate,Divorced
712846458,45,4,M,$80K - $120K,39,5,3,14290.0,1432,14709,12858.0,125,0.1,Existing Customer,Blue,High School,Divorced
709399908,34,2,F,$40K - $60K,23,4,2,7594.0,1442,15026,6152.0,99,0.19,Existing Customer,Blue,Graduate,Single
772698783,50,2,F,Less than $40K,40,3,2,8416.0,1549,13988,6867.0,124,0.184,Existing Customer,Blue,College,Married
789008508,44,4,M,$80K - $120K,31,2,1,3472.0,1687,13999,1785.0,119,0.486,Existing Customer,Blue,College,Married
719439108,42,1,M,$40K - $60K,34,3,3,15315.0,1613,14728,13702.0,100,0.105,Existing Customer,Silver,Graduate,Married
720817533,54,1,M,$120K +,40,4,1,12086.0,1264,15559,10822.0,91,0.105,Existing Customer,Blue,Uneducated,Married
813901458,60,1,M,$60K - $80K,55,5,5,34516.0,1642,14954,32874.0,95,0.048,Existing Customer,Silver,High School,Single
717783483,47,5,F,Less than $40K,30,4,1,5016.0,2286,17038,2730.0,122,0.456,Existing Customer,Blue,Post-Graduate,Divorced
718299933,42,3,M,$40K - $60K,30,3,3,4333.0,739,15903,3594.0,100,0.171,Existing Customer,Blue,High School,Married
789074358,46,2,M,$60K - $80K,34,2,2,10325.0,0,16856,10325.0,122,0.0,Existing Customer,Blue,High School,Single
720618033,43,3,F,$40K - $60K,36,1,3,9633.0,0,14829,9633.0,90,0.0,Existing Customer,Blue,College,Married
720415833,47,2,M,$60K - $80K,32,3,5,3842.0,1563,14751,2279.0,107,0.407,Existing Customer,Blue,High School,Married
720385608,45,3,M,$80K - $120K,31,2,1,20958.0,1936,14314,19022.0,99,0.092,Existing Customer,Blue,College,Unknown
709937583,45,2,F,Unknown,34,4,3,3024.0,1835,14220,1189.0,108,0.607,Existing Customer,Blue,High School,Single
770743983,34,3,F,$40K - $60K,20,1,2,8698.0,874,15683,7824.0,94,0.1,Existing Customer,Blue,Uneducated,Single
711283008,50,1,M,$80K - $120K,36,4,5,34516.0,0,16019,34516.0,105,0.0,Existing Customer,Silver,High School,Single
778873608,44,4,M,$80K - $120K,25,3,1,34516.0,1984,14335,32532.0,116,0.057,Existing Customer,Silver,Uneducated,Married
709592808,38,2,F,Less than $40K,28,5,3,3311.0,1556,14470,1755.0,103,0.47,Existing Customer,Blue,Graduate,Single
773306658,54,1,M,$60K - $80K,48,4,5,4752.0,1230,15678,3522.0,103,0.259,Existing Customer,Blue,Unknown,Single
711070683,48,3,F,$40K - $60K,37,4,1,6725.0,493,13891,6232.0,106,0.073,Existing Customer,Blue,Post-Graduate,Married
772596783,31,1,M,Less than $40K,21,3,2,15261.0,1109,15442,14152.0,125,0.073,Existing Customer,Gold,Graduate,Unknown
806917983,32,2,F,Unknown,27,2,3,33779.0,1526,15200,32253.0,126,0.045,Existing Customer,Silver,Graduate,Divorced
719329983,42,3,F,Unknown,36,6,1,15648.0,0,13784,15648.0,88,0.0,Existing Customer,Blue,Unknown,Unknown
710190858,28,1,M,$40K - $60K,15,5,2,9283.0,2288,13804,6995.0,110,0.246,Existing Customer,Blue,Unknown,Unknown
708880683,49,5,M,$40K - $60K,40,4,3,3970.0,892,13697,3078.0,102,0.225,Existing Customer,Blue,College,Married
709332408,44,1,F,Less than $40K,36,3,3,6159.0,1640,13517,4519.0,106,0.266,Existing Customer,Blue,High School,Single
710849208,47,2,M,$120K +,35,3,3,34516.0,1652,14738,32864.0,113,0.048,Existing Customer,Silver,Post-Graduate,Single
710056758,51,4,M,$40K - $60K,36,2,2,10017.0,1850,15635,8167.0,116,0.185,Existing Customer,Blue,High School,Single
713520858,53,1,F,Less than $40K,38,3,3,3895.0,1981,16023,1914.0,119,0.509,Existing Customer,Blue,College,Single
714710733,51,3,M,$80K - $120K,36,4,1,5611.0,0,16557,5611.0,120,0.0,Existing Customer,Blue,Unknown,Single
766769058,51,1,M,$40K - $60K,44,3,3,22722.0,1790,15817,20932.0,121,0.079,Existing Customer,Gold,Graduate,Single
716990883,38,5,M,$80K - $120K,26,5,1,16033.0,766,15260,15267.0,115,0.048,Existing Customer,Blue,Unknown,Married
718298733,40,4,M,$80K - $120K,29,3,3,12978.0,0,14134,12978.0,85,0.0,Existing Customer,Blue,High School,Single
715756683,50,4,M,$80K - $120K,36,3,2,14804.0,1696,15237,13108.0,111,0.115,Existing Customer,Blue,Graduate,Single
719400108,53,3,M,$80K - $120K,43,4,3,34516.0,1084,14319,33432.0,124,0.031,Existing Customer,Blue,Unknown,Single
710463408,47,3,M,$80K - $120K,36,3,2,9683.0,1116,15627,8567.0,104,0.115,Existing Customer,Blue,Unknown,Married
708245808,35,3,M,$60K - $80K,36,4,1,19671.0,924,13908,18747.0,124,0.047,Existing Customer,Blue,Graduate,Married
799253808,42,3,M,$80K - $120K,36,5,2,34516.0,1294,13845,33222.0,120,0.037,Existing Customer,Silver,High School,Married
716552433,40,4,F,Less than $40K,36,4,1,5056.0,1067,15926,3989.0,117,0.211,Existing Customer,Blue,Uneducated,Married
720995583,48,2,M,$60K - $80K,33,3,2,25217.0,1754,15054,23463.0,110,0.07,Existing Customer,Silver,Graduate,Divorced
780118158,27,0,M,Less than $40K,13,2,2,3585.0,2420,15656,1165.0,124,0.675,Existing Customer,Blue,Graduate,Single
717081483,37,2,M,$80K - $120K,25,3,2,25187.0,2209,16606,22978.0,96,0.088,Existing Customer,Blue,Graduate,Divorced
